Related Ids	Улица	Дом	Корпус	Строение	Год постройки	Этажность	Тип дома	Назначение	Высота этажа	Общая площадь	Лифт
19966, 20607, 52593, 79355, 66458, 2928, 47561, 62763, 48286, 42780, 8407, 682, 1226348, 26312, 66089, 66820, 60387, 21488, 78440, 67715, 69429, 70817, 12829, 63177, 22723, 1171802, 81078, 7752, 81977, 63674, 7892, 8584, 80305, 1241483, 1058200, 83339, 7836, 8339, 1058763, 5594, 27622, 38558, 28019, 84317, 49152, 83874, 1174297, 51763, 46817, 49570, 47067, 47126, 47627, 33937, 26187, 62731, 1174745, 20533, 83346, 14502, 67306, 33305, 68735, 51591, 71604, 39593, 44617, 1376016, 60851, 60848, 57892, 7300, 66688, 1223378, 10740, 49249, 47559, 32093, 33280, 46497, 47553, 43044, 51998, 22494, 60850, 20570, 18655, 48859, 18530, 19742, 18533, 31659, 45023, 15312, 18649, 45663, 1242183, 15318, 1170525, 68724, 68996, 1221296, 1379931, 6851, 56412, 77742, 1241225, 1242316, 47552, 6706, 78344, 21650, 59990, 25201, 8136, 36376, 21598, 83341, 60530, 1058337, 1058691, 1057703, 1375922, 61081, 49855, 1062921, 1086991, 34578, 8985, 1058908, 1171780, 1174640, 62730, 1175984, 75815, 36889, 60759, 57428, 73071, 75814, 1467179, 1467323, 1063715, 1380135, 1467705, 37821, 49460, 1380159, 1061123, 1061187, 11663, 62728, 15282, 1060178, 1060246, 76675, 84125, 21670, 1242328, 1242536, 65115, 1172206, 7891, 56794, 47562, 81119, 10693, 20291, 11964, 30404, 18527, 73490, 42855, 66821, 67363, 21396, 22382, 32898, 33572, 49478, 70998, 62727, 72008, 49234, 49210, 14497, 1467209, 1064242, 52933, 1467394, 44882, 1173031, 55906, 1467797, 1055434, 62765, 47546, 67714, 33296, 32092, 1065855, 8907, 63152, 39514, 73708, 48724, 50657, 46030, 62768, 4733, 32681, 27086, 12870, 44504, 39604, 1478, 16426, 62762, 12846, 62769, 84260, 5043, 28707, 20597, 68572, 19766, 11286, 22243, 5069, 38294, 1375838, 1066582, 1375923, 1376027, 47560, 28636, 1223120, 28696, 16186, 1974, 51786, 68723, 84312, 1379971, 60849, 1240318, 1469178, 1469180, 1380092, 1380134, 34938, 1380329, 57434, 20731, 1379857, 1242327, 34112, 83612, 1448884, 51055, 38496, 35842, 39651, 44887, 1057692, 38692, 11821, 49264, 83344, 21278, 41851, 62732, 67257, 1222225, 82999, 56569, 22998, 48813, 31426, 19111, 21595, 49996, 7525, 51951, 51501, 32045, 3542, 1062248, 1062330, 1467431, 1172841, 3682, 1062601, 1060223, 34735, 1056589, 72533, 47551, 1063259, 1172064, 33390, 15450, 4372, 5478, 54174, 1058133, 1058875, 15519, 1221507, 18650, 71728, 77757, 7209, 47547, 1059777, 24709, 83876, 66457, 65437, 19413, 60847, 27342, 61708, 57592, 68997, 1392101, 18482, 41538, 1059686, 1469181, 1240405, 27014, 76679, 52245, 30111, 49235, 1467403, 63115, 62729, 60846, 1469179, 1469184, 55808, 77760	шоссе Дмитровское	71б									
1240763, 40529, 35168, 70669, 75036, 19514, 71291, 39362, 61470, 77821, 19591, 80076, 76169, 16247, 25906, 71296, 73444, 62139, 62143, 79961, 15205, 80411, 82640, 7278, 35831, 80735, 80739, 53822, 71294, 35682, 75031, 75035, 43389, 34743, 82635, 17637, 6535, 63418, 55224, 62128, 29569, 40466, 40495, 49807, 19602, 45192, 71293, 80736, 1068350, 8179, 1244855, 23409, 80212, 19577, 77820, 40408, 50765, 39345, 82821, 82829, 82817, 82638, 955965, 82818, 82819, 82828, 70667, 1240762, 6375, 75033, 11028, 9370, 57626, 1240234, 9397, 1240005, 1240007, 1240008, 1240009, 1240012, 6832, 1057632, 57160, 53835, 75032, 1240010, 41452, 1240233, 82632, 76167, 39341, 39357, 40417, 40473, 40522, 61909, 82825, 74096, 1240751, 1240753, 1240755, 1240757, 1240759, 1240761, 1240764, 26838, 1067289, 18470, 61487, 19592, 21439, 50761, 26805, 26818, 26851, 26854, 40490, 1056492, 12476, 21432, 49525, 22587, 1483850, 1483851, 49900, 12444, 71292, 76165, 62127, 29567, 1483939, 40462, 19598, 82637, 39342, 49402, 53833, 82641, 82634, 53830, 82823, 40515, 40912, 82826, 82873, 1484312, 40419, 70668, 1056753, 19863, 57159, 1483688, 1483745, 1483743, 1483746, 1483751, 1055431, 61121, 18460, 73445, 75034, 53507, 57163, 82636, 61908, 60940, 62129, 62141, 44656, 19739, 62140, 25029, 4367, 62142, 1240006, 2120, 10536, 40493, 53508, 5700, 70670, 50670, 1240750, 17590, 61524, 1483938, 40431, 40910, 53843, 62138, 73551, 76170, 71295, 40420, 82824, 50789, 1056515, 1057219, 55381, 40456, 57157, 57361, 1483747, 1483749, 48276, 75037, 80734, 76166, 19727, 23064, 34124, 1056750, 1056719, 955964, 955980, 76168, 1056431, 1056554, 1062517, 1062518, 2856, 2702, 62144, 40483, 82633, 75030, 75038, 75039, 57625, 80738, 80737, 5276, 52936, 40491, 53842, 39356, 82822, 40469, 82820, 1068089, 1240011, 1057617, 39352, 40463, 1240754, 1240756, 1240760, 1240765, 1056499, 26752, 62137, 39358, 39338, 40477, 41988, 82827, 1483689, 1483742, 1483750, 1240752, 73552, 1483748, 1056426, 40500, 1240758, 40507, 1483744, 82639	шоссе Щелковское	100									
8456, 8467, 41340, 1222850, 61801, 72756, 1239716, 283, 1173820, 1065777, 1224556, 54637, 55776, 1451500, 59724, 47777, 32809, 1244216	улица 3-я Фрунзенская	19		1							
57932, 79824, 63823, 60899, 49081, 1062682, 41366, 1057482, 1391736, 65355, 60900, 51894, 1242609, 5018, 23180, 58679, 58703	проспект Ленинградский	80	17								
20704, 47641, 68747, 61288, 2729, 67114, 20325, 40248, 70202, 10774, 22190, 79836, 42460, 1239426, 1244054, 26677, 40787, 80428, 18720, 46478, 80059, 1222331, 1223710, 1223748, 1244458, 1175040, 1223253, 1244566, 1243120, 32009, 22739, 33895, 36647, 46920, 46113, 52795, 50164, 1224012, 1058442, 1065155, 1449144, 69658, 69807, 74183, 1242379, 7667, 38148, 15617, 1375918, 1375814, 1375848, 35675, 53827, 1060269, 70355, 36118, 1173027, 1467630, 56003, 1448792, 47013, 19049, 59963, 10277, 15054, 16017, 35672, 82324, 53780, 40282, 41093, 46989, 1467217, 1467392, 1174679, 1059052, 1062021, 1065665, 1065688, 14292, 51447, 1174503, 46484, 5177, 1065165, 16699, 6184, 1173669, 19824, 28271, 23325, 53048, 967, 1242380, 1467160, 1467389, 1380459, 30347, 1467159, 1175290, 8380, 58177, 52865, 1451468, 42659, 50351, 78715, 26627, 1467362, 76885, 1062566, 4427, 17846, 2727	улица Барклая	6		5							
20574, 41719, 73064, 64784, 68332, 74210, 22078, 22329, 23194, 71376, 64475, 64671, 64767, 52786, 73063, 31083, 32060, 41111, 1024, 18121, 55713, 84277, 43928, 50624, 30246, 56339, 48691, 1061802, 9672, 52251, 21946, 57724, 72923, 70256, 14550, 14206, 3128, 25787, 65858, 37773, 46806, 18935, 74873, 75974, 54466, 56435, 26459, 74975, 71422, 78395, 71472	улица Самотечная	7		2							
71699, 22462, 71854, 29852, 16248, 70930, 76233, 58392, 76234, 20405, 73304, 1222336, 1222368, 1224281, 11771, 14390, 49553, 9762, 7333, 18795, 61644, 33025, 39718, 1224192, 74583, 1468141, 15943, 83814, 43952, 9787, 1173948, 34572, 22617, 71919, 70919, 5285, 1242391, 1242506, 16836, 53490, 20043, 1175511, 16810, 1380820, 84330, 73292, 46376, 1056365, 22501, 49766, 1379747, 21797, 1174049	улица Гиляровского	57									
1223331, 1242849, 1223354, 1242915, 1244729, 1380849, 1469221, 1449052, 1467319, 1468441, 1391758, 1391874, 1240308, 1223239, 1223399	переулок Подсосенский	26		2							
79065, 70742, 1175446, 1067776, 1060447, 1467505, 64515, 1380350, 1221490, 1466639	улица Большая Ордынка	8/1		6							
1175592, 65024, 8462, 1055965, 1064309, 81658, 43730, 64750, 1065548, 23438, 46504, 29407, 74019, 75776	переулок Большой Саввинский	16/14		3							
26209, 68650, 1239896, 1060351, 57074, 9177, 1226410, 48621	набережная Садовническая	9									
1065293, 1064613, 31038, 1243166, 1064582, 31033, 1243169, 1062610, 1062387, 955851, 1061786, 955824	улица Рочдельская	15		5							
14905, 64801, 84437, 66102, 18945, 13561, 11894, 1174607, 30845, 35396, 1241505, 68309, 1468464, 30410, 30329, 17921, 12747, 1380169, 42758, 1065322	проспект Ломоносовский	43	2								
74454, 74453, 68594, 30629, 74455, 13826, 52339, 82790, 68596, 1058963, 39680	улица Отрадная	2б		1							
61177, 73485, 74968, 400, 1056676, 24323, 80276, 72610, 39834, 80815, 1220616, 9450, 1220800, 18523, 6526, 77437, 44060, 57600, 63092, 10820, 6428, 16958, 21315, 53179, 1375363, 36686, 60882, 6454, 44013, 7454, 44992, 955827, 1171624, 37665, 1172760, 30019, 35246, 20836, 39369, 31018, 21442, 1057450, 53059, 1057403, 56676, 23901, 1061204, 51025, 24107, 1379760, 29914, 12946, 22203, 82667, 36095, 43027, 41065, 76623, 84239, 1523647, 1523649, 40879, 44387, 1060726, 1056008, 914375, 63735, 64380, 39383	улица Большая Академическая	5		1							
1062359, 1174782, 1065068, 1223561, 1223622, 1174893, 1223694, 37176, 1065789, 1065109, 955947, 1063103, 1057843, 31639, 1063960	улица Селезневская	19/2									
64232, 20250, 1058325, 1057554, 1171784, 1221012, 16561, 52065, 52118, 33090, 1066706, 1375751, 41133, 1451047, 80551, 77332, 72107, 53464, 27033, 1066721, 76276, 22651, 33346, 32668, 1523547, 1523549, 3653, 64234	тупик Чуксин	9									
1062023, 1062138, 1062265, 1062355, 82266, 1057423, 1175989, 1174791, 37187, 1226612, 1380177, 1222464, 37188, 1173767, 1379793, 75100, 1174034, 1239480, 1242708, 1241855, 1376392, 1058564, 1222712, 1061605, 1380871, 1468066, 1448594, 1392234, 1242393, 1376164, 1222294, 1061650, 1173739, 1173818, 1174443, 1468074, 1468120, 1468164, 1064818, 1063012, 1065603, 1468367, 41591, 1379650, 1380795, 53151, 1175076, 1058565, 1244354, 1242394, 1061534, 1173598, 1380889, 1450674, 1062279, 1062361, 1062416, 37567, 1064697, 1222686, 1222338, 1379727, 1061452, 1376353, 1223257, 1242635, 82267	переулок Благовещенский	3		1							
33011, 15638, 57697, 70209, 1222816, 1222837, 1062351, 35037, 70702, 70684, 29161, 1059568, 80195, 1060337, 44798, 66416, 64287, 81648, 60892, 80098, 37971, 81065, 81066, 1244330, 66415, 1239446, 1063748, 1380721, 1066355, 75990, 66877, 10877, 60891, 75770, 20937, 67218, 10730, 43424, 36396, 12342, 77318, 57720, 75769, 33007, 29607, 52363, 1172724, 69602, 70161, 20854, 1222956, 1055732, 56877, 76099, 1221397, 1221573, 1063595, 1375640, 1375650, 33015, 1375663, 26084, 1220409, 12903, 13109, 1055509, 30830, 1059736, 1063931, 1226251, 1175007, 1064839, 31710, 75771, 48878, 1223892, 1375402, 76012, 66417, 34350, 74218, 52362, 30671, 30676, 52485, 1065778, 12255, 1067134, 42147, 67219, 913431, 1467586, 1061216, 57534, 6614, 49048, 1066679, 3482, 1467892, 1239591, 1376029, 1243073, 1221611, 1375404, 20182, 20207, 49944, 56096, 56524, 75074, 19825, 79164, 15604, 57533, 70091, 956280, 1058576, 913466, 59147, 70118, 1062413, 55882, 1450861, 1063833, 1059840, 1057962, 1067669, 1061868, 1225060, 1056798, 1061874, 7090, 1058413, 19418, 12632, 13323, 10167, 15987, 81649, 44678	улица Минская	2ж									
73346, 59208, 68681, 30043, 1067038, 1224316, 70807, 53518, 11746	улица Щипок	5									
71947, 39102, 33902, 53354, 1376512, 6923, 1224609, 28273, 1064948, 1224617, 656, 10472, 56749, 18010, 17030, 76338, 76979, 84425, 1060443, 48532, 76340, 77982, 33596, 32027, 1241108, 1375956, 47157, 63975, 76339, 7312, 1059757, 65188, 65357, 26869, 53111, 1241905, 212, 117, 73128, 84373, 49216, 65568, 31751, 52521, 54223, 13698, 46437, 1243723, 1222044, 29972, 1449027, 79891, 9297, 46523, 20130, 78665, 1244847, 1376383, 20850, 1376088, 52993, 1392012, 73253, 20392, 13215, 1239728, 1242745, 43868, 1068108, 1375870, 1060567, 1376041, 49251, 36400, 60772, 1392204, 46455, 1380127, 1059585, 69365, 1061117, 1061141, 56712, 1380418, 1391956, 1380527, 69750, 62185, 40720, 1060658, 1060704, 1060762, 82405, 26956, 1483924, 1064637, 1059928, 1451122, 1451195, 1467577, 61443, 49314, 50078, 1059931, 22418, 40797, 72695, 8386, 1380898, 3327, 1019, 3776, 25311, 54702, 28037, 58825, 1450477, 37813, 37360, 1061120, 1392486, 1173184, 65716, 21703, 1172634, 37768, 1376644, 7446, 74271, 49171, 49281, 50232, 21923, 1059054, 51926, 1059481, 38659, 2283, 2658, 16043, 78369, 59611, 1065451, 1060776, 1059968, 1060871, 53286, 1058605, 1221434, 37706, 71038, 14379, 58539, 18519, 1059692, 19336, 73148, 1057091, 19337, 55699, 1059066, 1364	шоссе Варшавское	1		1							
79937, 59688, 1059228, 1914, 29525, 34477, 52909, 1379852, 1057511, 1240039, 1057746, 52891, 41209, 1171761, 4400, 59922, 22673, 28632, 1240084, 46346, 71322, 34315, 4025, 72340, 59797, 4722, 1221342, 1172413, 72697	проспект Мира	102		31							
39792, 72607, 53687, 34226, 24010, 61828, 1059505	улица Малая Дмитровка	21/18									
18588, 32955, 1467942, 1052, 1224987	улица Большая Татарская	30		2							
34695, 38246, 46562, 1241457, 1467361	улица Плеханова	4а									
33607, 59078, 59822, 1244687, 1067780	шоссе Каширское	3	2	16							
27926, 14197, 71786, 7899, 76450, 21197, 3436, 26720	переулок Товарищеский	31		15							
64965, 1058489, 1240567, 1450972, 1391731, 13099, 44646, 46608	переулок Средний Тишинский	8									
66347, 10786, 57581, 57729	набережная Бережковская	16а		5							
74002, 48038, 1058339, 1059756, 1239298, 63707, 50175, 32160, 1172822	набережная Академика Туполева	15									
78740, 78738, 70631, 9337, 46709, 8113, 40316, 56145	проезд Нагорный	12	1								
36868, 79808, 1058254, 1245225, 36804, 53559, 44796, 1236, 48062	проезд Сыромятнический	4		2							
37591, 72309, 8488, 46792, 17074, 75301, 12901, 76584	улица Рочдельская	15		11-11а							
1240171, 46738, 2460, 1057848, 53663, 438, 46914, 54718, 70426, 47374, 63150, 1239658, 54448, 1239327, 1220410, 1221027, 74133, 33915, 42324, 47922, 4339, 31234, 41815, 30769, 52841, 1240170, 1240172, 1226209, 31066, 33822, 1379982, 61812, 1380325, 1058308, 1242257, 78539, 61342, 48009, 36297, 20335, 73110, 61361, 64383, 47205, 19949, 12843, 31237, 31875, 37796, 53950, 35157, 64522, 1059428, 1056392, 40629, 38899, 81223, 70565, 25072, 61360, 27266, 17395, 1380802, 1380270, 32880, 1171419, 36474, 47579, 31504, 19342, 21282, 56436, 40709, 82194, 1060725, 1059155, 70883, 1466630, 913684, 1056234, 27387, 11178, 49223, 1240173, 31240, 42674	проезд Нововладыкинский	8		4							
77889, 276, 52434, 1375227, 21377, 43136, 69500, 1174379, 52173, 78712, 79361, 1064430	улица Алабяна	13	1								
46456, 8253, 16759, 12341, 34790, 54373, 59701, 26950, 41010, 76560, 53569, 34240, 34786, 70294, 28480, 15770, 2286, 68196	улица Мясницкая	16									
1222800, 80700, 1056686, 21033, 1239887, 1449750, 913630, 1448505, 1175987, 1380012, 1221744, 42378, 1448532, 1448819, 84346, 69703, 1467084, 1175198, 1067539, 1066392, 1468364, 1068020, 1379474, 1379591, 1221736, 7687, 5682, 1448531, 1242025, 1380312, 24079, 1171033, 1448703, 1448820, 1243400, 1174663, 47161, 47422, 1375286, 1067778, 1468848, 1059778, 2351, 1058364, 1221213, 1171307, 27118, 61489, 1221592	улица Тимирязевская	1									
8384, 61432, 35527, 78039, 77813, 57337, 16442, 56738, 8370, 21446, 6411, 21531, 51813, 28432, 38498, 10833, 28627, 56422, 9191	улица Беговая	1а									
61941, 82678, 25788, 1376678, 1484118, 46013, 1451262, 1060956	проезд Кочновский	4	2								
71831, 8192, 1468233, 1063097, 21507, 1067403, 7923, 79030, 28819, 70432, 71492, 78723, 1226700, 37995, 27568, 29865, 17705, 6531, 14717, 14510, 57764, 31519, 43388, 60828, 1241324, 52713, 1451423, 49517, 37452, 429, 25511, 18643, 2188, 70557, 49060, 81410, 17076, 26446, 57215, 38577, 1064176, 4281	улица Николоямская	40/22		4							
1059239, 1059240, 1058139, 80758, 64881, 83948, 71990, 81231, 30448, 37103, 52533, 84062, 38485, 58520, 1242983, 31280, 1467637, 25875, 3462, 49093, 1467167, 1221379, 77667	улица Скаковая	17									
80149, 81905, 37739, 1224583, 81808, 76295, 4053, 50969, 1058998, 77703	переулок Нижний Сусальный	5		4							
1060838, 53935, 1059994, 1221807, 1173088, 1467597, 1379651, 1060368, 55829, 59740	улица Академика Анохина	2	7								
82193, 79593, 1065319, 1174873, 36676, 1241285, 1175102, 26023, 1174806, 52085	шоссе Ленинградское	вл65									
1244665, 65116, 1241112, 1068367, 1392164, 1469605, 1066242, 1451555, 1066060, 913450, 913524, 1225190	переулок Колокольников	21									
1171608, 78425, 49822, 26762, 52488, 22387, 3976, 62065, 1064100, 5559, 57032, 1391953, 25100, 17755, 17975, 305, 20286, 77142, 67517, 30995, 83685, 54516, 21964, 64179, 27601, 78577, 24853, 56883, 8860, 78546, 69066, 18756, 2746, 25539, 64090, 62967, 73966, 83920, 63060, 7506, 1065455, 47117, 63414, 1171896, 39145, 61831, 50293, 62090, 64386, 8492, 43216, 61706, 56384, 1224138, 1173874, 81538, 1220691, 39340, 1223061, 74559, 80631, 1223310, 74317, 9347, 12421, 69264, 45787, 29750, 30747, 31802, 18664, 32869, 13504, 29019, 55371, 31943, 32338, 33105, 37576, 47107, 43847, 1226607, 15747, 1220717, 12979, 1241500, 46454, 1220775, 43820, 1469046, 75091, 1065853, 1376022, 62918, 1171578, 1173867, 22187, 74297, 75064, 34145, 1244495, 13990, 57004, 1468957, 1468958, 41319, 1069213, 31890, 45392, 1066760, 1220768, 22094, 1059560, 73732, 1222019, 62970, 46517, 57149, 1375722, 1222662, 1060384, 1240270, 1379877, 52216, 83126, 70477, 36205, 40510, 35425, 42692, 65805, 83227, 31440, 31803, 1380030, 1392226, 69853, 62117, 1175221, 1392452, 11675, 12180, 1240653, 1241499, 1448822, 71819, 1224007, 1224082, 39819, 64477, 38114, 42445, 62195, 37774, 47574, 1484338, 1065492, 66235, 77001, 1066617, 1066961, 1451323, 1173879, 1174136, 1171642, 1171739, 36152, 56057, 1467826, 72054, 56953, 1062356, 1066013, 1065872, 77092, 38990, 20556, 59013, 1059385, 26754, 22821, 47956, 23293, 2992, 1172127, 3296, 63096, 15133, 27609, 23948, 23990, 1891, 4502, 1526, 27076, 3984, 1220865, 28355, 1067345, 33579, 10011, 48460, 50527, 51869, 1380920, 1585, 2607, 2001, 2391, 2720, 60650, 1379991, 13117, 1392221, 1240371, 32820, 1469524, 26998, 78990, 1241335, 34302, 37046, 45013, 46167, 1174340, 1242038, 41565, 61655, 75017, 44222, 63201, 1468094, 47910, 47995, 21880, 72776, 49625, 8573, 10839, 68042, 76673, 1066960, 55917, 1175143, 65505, 45055, 68619, 1222526, 1173104, 26785, 77585, 1468862, 4004, 1224351, 1057161, 27302, 1244657, 20482, 47151, 70169, 1171917, 71236, 2997, 3811, 3998, 1379749, 50693, 5775, 877, 1226412, 11761, 72123, 42829, 78286, 1375166, 19842, 1467019, 1467312, 50957, 2034, 50973	проезд Научный	19									
31515, 1467860, 1057518, 1380717, 1057254, 57813, 1448806, 1448825, 1173527, 53334, 1467575, 1061865, 42080, 52596	улица 2-я Магистральная	14г		1							
6599, 64320, 67702, 21215, 1379, 34849, 1468684, 1469612, 45342, 5222, 1067342, 47477, 35828	переулок Большой Саввинский	12		16							
19864, 79184, 10619, 1058915, 1242850, 82259, 1483827, 19648	проезд Нововладыкинский	8		5							
15723, 58227, 20195, 21123, 2774, 28202, 1062068, 5969, 1062149, 6222, 1062201, 1064146, 73973, 67207, 28282, 4370, 45116, 59062, 65210, 31920, 67209, 67210, 26729, 26135, 6813, 17203, 1059681, 35742, 22717, 28227, 35941, 26040, 1065236, 28890, 51320, 77219, 32551, 60557, 17673, 65856, 65960, 1061157, 27852, 28254, 31205, 35649, 48470, 49938, 52444, 62328, 6171, 63415, 67208, 1530, 4403, 81639, 60225, 36559, 77220, 1221572, 14715, 69465, 13368, 1636, 1061789, 1062949, 1375841, 1376049, 1376612, 31191, 44009, 1061764, 1057751, 1469568, 60590, 74825, 18953, 15120, 81640, 52945, 1065291, 52428, 1064777, 1063430, 68518, 32947, 13312, 14756, 2962, 50557, 20270, 19263, 18248, 4473, 64054, 1139, 15071, 1633, 3763, 16285, 17011, 5979, 25708, 54055, 27288, 20143, 2347, 5444, 54662, 54985, 24029, 960, 29634, 19696, 15928, 5821, 23993, 4531, 35949, 26368, 29442, 1063610, 28374, 1341, 5859, 50141, 48151, 1516, 2673, 45997, 10230, 31290, 25356, 5027, 84389, 34542, 45018, 1003, 36096, 49384, 68085, 1063349, 32666, 68376, 1064776, 1065758, 48644, 66863, 49928, 26631, 32941, 1062623, 1659, 1823, 2176, 2398, 3703, 78202, 4823, 1063206, 5883, 1223164, 13829, 1449020, 2982, 27120, 49869, 1376750, 36670, 25775, 34015	улица Верейская	29		134							
20624, 71770, 63051, 1062913, 71377, 83992, 1066407, 72193, 1448574, 1223256, 11777, 7904, 29651, 16757, 11478, 1223993, 1451434, 54590, 21852, 76231, 82353, 1375651, 63710, 41406, 36077, 77904, 1379466, 1391782, 1174447, 56748, 48614, 1468278, 34584, 1468633, 1468786, 81407, 52341, 1242389, 1224036, 32859, 1392355, 1242388, 84045, 49504, 15270, 65453, 955825, 1064284, 1174446, 17215, 1223341, 1064465, 1063008, 10048	улица Большая Дмитровка	32		4							
